sample_id,fault_code,fault_label,T1,T2,T3,Ia_original,Ib_original,IDC_original,Power_DC,Power_AC,Current_Imbalance,Temp_Diff_Max
1135,F0,normal_operation,10.659462,11.566642,13.903557,-5.645161,4.863148,-0.317693,11.392962,15.371457,-25.294118,3.244095
1136,F0,normal_operation,10.659462,11.483951,13.903557,3.983382,-7.013685,-0.317693,8.861193,79.750733,-7.142857,3.244095
1137,F0,normal_operation,10.659462,11.566642,13.903557,-2.663734,2.565982,-0.317693,8.861193,2.71261,-71.333333,3.244095
1138,F0,normal_operation,10.824022,11.566642,14.241292,-3.494624,-1.099707,-0.268817,9.765396,85.899316,-1.031579,3.41727
1139,F0,normal_operation,13.903557,11.153638,13.987889,6.036168,-6.231672,-0.317693,8.861193,-0.904203,-100.4,2.834251
1140,F0,normal_operation,10.659462,11.566642,13.903557,-6.13392,5.694037,-0.268817,9.765396,5.42522,-48.4,3.244095
1141,F0,normal_operation,10.659462,11.483951,13.903557,0.610948,-5.938416,-0.219941,8.13783,99.462366,-2.436364,3.244095
1142,F0,normal_operation,10.577242,11.566642,12.813028,-0.953079,0.7087,-0.219941,9.946237,5.42522,-11.333333,2.235786
1143,F0,normal_operation,10.577242,11.566642,13.231233,-4.960899,1.246334,-0.219941,8.13783,69.623656,-3.298701,2.653992
1144,F0,normal_operation,10.577242,11.566642,13.819292,6.13392,-6.524927,-0.268817,11.935484,8.13783,-57.555556,3.24205
1145,F0,normal_operation,10.659462,11.483951,13.903557,-5.938416,5.840665,-0.268817,5.42522,1.627566,-160.666667,3.244095
1146,F0,normal_operation,10.659462,12.229922,13.903557,-1.88172,-3.641251,-0.464321,16.27566,61.847507,-0.631579,3.244095
1147,F0,normal_operation,10.577242,11.649381,13.903557,0.806452,-1.099707,-0.317693,8.861193,6.329423,-11.142857,3.326316
1148,F0,normal_operation,10.412917,11.566642,13.315054,-6.329423,3.494624,-0.268817,7.595308,53.347996,-6.813559,2.902137
1149,F0,normal_operation,10.741722,11.566642,14.665029,5.449658,-5.938416,-0.317693,8.861193,9.946237,-42.363636,3.923307
1150,F0,normal_operation,10.577242,11.566642,13.903557,-5.400782,5.205279,-0.268817,7.595308,2.71261,-86.8,3.326316
1151,F0,normal_operation,10.659462,11.566642,13.903557,-3.250244,-1.588465,-0.268817,5.42522,90.420332,-0.68,3.244095
1152,F0,normal_operation,10.659462,11.566642,13.903557,2.663734,-2.859238,-0.317693,8.861193,2.71261,-45.2,3.244095
1153,F0,normal_operation,10.577242,11.649381,13.903557,-6.476051,5.400782,-0.12219,3.797654,12.478006,-21.130435,3.326316
1154,F0,normal_operation,10.659462,11.566642,13.903557,4.423265,-5.694037,-0.219941,6.329423,24.41349,-15.333333,3.244095
1155,F0,normal_operation,10.659462,11.566642,13.987889,-4.325513,4.178886,-0.366569,15.913978,3.616813,-87.0,3.328427
1156,F0,normal_operation,10.988746,10.412917,14.665029,-2.71261,-0.219941,-0.268817,5.42522,77.218964,-1.672131,4.252112
1157,F0,normal_operation,10.659462,11.649381,13.903557,4.032258,-4.227761,-0.171065,6.510264,4.521017,-67.6,3.244095
1158,F0,normal_operation,10.577242,11.566642,13.987889,-6.13392,5.938416,-0.268817,7.595308,2.71261,-98.8,3.410648
1159,F0,normal_operation,10.659462,11.566642,13.903557,3.934506,-6.427175,-0.268817,7.595308,47.018573,-8.153846,3.244095
1160,F0,normal_operation,10.659462,11.566642,13.987889,-2.908113,2.663734,-0.317693,11.392962,7.595308,-38.0,3.328427
1161,F0,normal_operation,10.659462,11.566642,13.987889,-2.174976,-1.050831,-0.219941,6.329423,36.348974,-0.686567,3.328427
1162,F0,normal_operation,10.577242,11.483951,13.903557,5.254154,-5.400782,-0.268817,11.935484,3.616813,-109.0,3.326316
1163,F0,normal_operation,10.659462,10.412917,13.903557,-6.280547,5.938416,-0.219941,4.521017,18.807429,-62.5,3.490641
1164,F0,normal_operation,10.659462,11.566642,13.987889,2.321603,-6.13392,-0.219941,6.329423,157.150538,-4.379747,3.328427
1165,F0,normal_operation,10.577242,11.566642,12.479497,-1.197458,0.904203,-0.317693,16.4565,6.329423,-12.285714,1.902255
1166,F0,normal_operation,10.906363,11.566642,14.241292,-4.032258,-0.610948,-0.268817,16.27566,86.803519,-1.458333,3.334929
1167,F0,normal_operation,10.659462,11.566642,14.072289,6.818182,-7.013685,-0.268817,5.42522,4.521017,-113.2,3.412827
1168,F0,normal_operation,10.659462,11.566642,13.903557,-5.742913,5.400782,-0.219941,9.946237,7.233627,-57.0,3.244095
1169,F0,normal_operation,10.659462,11.236149,13.903557,-0.073314,-5.156403,-0.12219,3.797654,97.653959,-1.925926,3.244095
1170,F0,normal_operation,10.659462,11.649381,13.903557,0.806452,-1.001955,-0.268817,11.935484,4.521017,-14.8,3.244095
1171,F0,normal_operation,10.577242,11.566642,13.903557,-6.280547,3.494624,-0.219941,8.13783,31.466276,-6.896552,3.326316
1172,F0,normal_operation,10.577242,11.566642,15.261356,5.449658,-5.840665,-0.219941,8.13783,8.13783,-51.333333,4.684115
1173,F0,normal_operation,10.577242,11.566642,13.903557,-5.449658,5.205279,-0.268817,7.595308,5.42522,-72.666667,3.326316
1174,F0,normal_operation,10.659462,11.566642,13.903557,-2.859238,-1.441838,-0.268817,7.595308,48.284457,-0.651685,3.244095
1175,F0,normal_operation,10.659462,11.566642,13.903557,2.565982,-3.005865,-0.219941,6.329423,9.042033,-22.8,3.244095
1176,F0,normal_operation,10.659462,11.483951,13.903557,-6.378299,5.449658,-0.268817,7.595308,18.084066,-24.2,3.244095
1177,F0,normal_operation,10.49506,11.566642,13.48288,4.569892,-5.54741,-0.268817,9.765396,18.98827,-19.714286,2.98782
1178,F0,normal_operation,10.659462,11.980819,13.987889,-4.423265,4.032258,-0.415445,21.158358,4.882698,-38.444444,3.328427
1179,F0,normal_operation,10.577242,11.649381,13.987889,-3.152493,0.073314,-0.219941,8.13783,57.869013,-2.0625,3.410648
1180,F0,normal_operation,10.49506,11.566642,12.896552,4.032258,-4.472141,-0.219941,4.521017,5.42522,-34.8,2.401492
1181,F0,normal_operation,10.577242,11.566642,13.903557,-5.987292,5.938416,-0.268817,11.935484,1.808407,-244.0,3.326316
1182,F0,normal_operation,10.659462,11.566642,13.987889,3.836755,-6.476051,-0.219941,8.13783,69.623656,-7.672727,3.328427
1183,F0,normal_operation,10.577242,11.401305,13.903557,-2.956989,2.761486,-0.171065,6.510264,4.521017,-46.8,3.326316
1184,F0,normal_operation,10.577242,11.732168,13.903557,-2.272727,-0.855327,-0.12219,5.967742,58.773216,-0.892308,3.326316
1185,F0,normal_operation,10.577242,11.566642,13.903557,5.254154,-5.449658,-0.219941,9.946237,2.71261,-87.6,3.326316
1186,F0,normal_operation,10.659462,11.566642,13.903557,-6.13392,5.987292,-0.219941,4.521017,2.170088,-124.0,3.244095
1187,F0,normal_operation,10.577242,11.566642,13.987889,2.908113,-6.622678,-0.268817,9.765396,69.623656,-5.064935,3.410648
1188,F0,normal_operation,10.659462,11.566642,13.987889,-1.197458,0.904203,-0.219941,9.946237,3.797654,-12.285714,3.328427
1189,F0,normal_operation,10.577242,12.146836,13.987889,-3.347996,-0.659824,-0.268817,7.595308,45.029326,-1.325301,3.410648
1190,F0,normal_operation,10.659462,11.566642,13.650957,5.889541,-6.085044,-0.219941,8.13783,4.521017,-98.0,2.991495
1191,F0,normal_operation,7.394565,11.566642,15.175937,-6.13392,6.085044,-0.219941,6.329423,1.808407,-250.0,7.781372
1192,F0,normal_operation,10.988746,11.566642,14.241292,0.317693,-4.472141,-0.219941,8.13783,46.656891,-2.27907,3.252546
1193,F0,normal_operation,10.659462,10.49506,13.987889,0.415445,-0.610948,-0.219941,8.13783,4.521017,-8.4,3.492829
1194,F0,normal_operation,10.659462,8.94013,13.987889,-6.476051,3.250244,-0.219941,8.13783,12.116325,-5.940299,5.047759
1195,F0,normal_operation,10.659462,11.566642,13.987889,5.449658,-5.840665,-0.219941,8.13783,4.882698,-51.333333,3.328427
1196,F0,normal_operation,10.577242,11.566642,13.987889,-5.254154,5.156403,-0.268817,9.765396,2.71261,-142.0,3.410648
1197,F0,normal_operation,10.659462,11.566642,14.920143,-3.347996,-2.321603,-0.171065,5.063539,105.791789,-0.358974,4.260681
1198,F0,normal_operation,10.577242,11.566642,13.819292,2.614858,-2.908113,-0.317693,6.329423,3.797654,-32.285714,3.24205
1199,F0,normal_operation,10.659462,11.483951,13.987889,-6.622678,5.254154,-0.317693,11.392962,5.244379,-16.758621,3.328427
1200,F0,normal_operation,10.659462,11.483951,13.987889,4.618768,-5.498534,-0.317693,11.392962,10.307918,-21.789474,3.328427
1201,F0,normal_operation,10.577242,11.566642,13.987889,-4.325513,4.178886,-0.219941,8.13783,2.170088,-87.0,3.410648
1202,F0,normal_operation,10.659462,11.566642,13.987889,-2.859238,-0.171065,-0.171065,7.956989,79.750733,-1.746032,3.328427
1203,F0,normal_operation,10.659462,11.649381,13.987889,4.081134,-4.423265,-0.171065,7.956989,7.233627,-43.5,3.328427
1204,F0,normal_operation,10.659462,10.659462,13.987889,-6.13392,5.791789,-0.219941,6.329423,-1.446725,-61.0,3.328427
1205,F0,normal_operation,10.659462,11.566642,13.987889,3.88563,-6.280547,-0.268817,7.595308,63.294233,-8.32,3.328427
1206,F0,normal_operation,10.659462,11.732168,13.987889,-2.908113,2.71261,-0.317693,11.392962,4.521017,-46.0,3.328427
1207,F0,normal_operation,10.659462,11.566642,13.987889,-2.077224,-1.001955,-0.219941,8.13783,57.869013,-0.6875,3.328427
1208,F0,normal_operation,10.659462,11.566642,13.987889,5.156403,-5.596285,-0.219941,8.13783,9.042033,-44.0,3.328427
1209,F0,normal_operation,10.659462,11.566642,13.903557,-6.182796,5.987292,-0.171065,5.063539,4.521017,-99.6,3.244095
1210,F0,normal_operation,10.659462,11.318705,13.987889,2.517107,-6.231672,-0.219941,9.946237,69.623656,-4.649351,3.328427
1211,F0,normal_operation,10.659462,11.566642,13.987889,-1.246334,0.953079,-0.219941,8.13783,3.797654,-12.857143,3.328427
1212,F0,normal_operation,10.659462,11.566642,13.987889,-3.152493,-0.366569,-0.317693,8.861193,66.006843,-1.561644,3.328427
1213,F0,normal_operation,10.577242,11.649381,14.072289,5.938416,-6.280547,-0.268817,5.42522,7.233627,-62.5,3.495047
1214,F0,normal_operation,10.659462,11.566642,13.987889,-6.329423,5.987292,-0.219941,6.329423,10.127077,-63.0,3.328427
1215,F0,normal_operation,10.659462,12.562796,13.987889,1.29521,-6.036168,-0.171065,6.510264,53.167155,-3.061224,3.328427
1216,F0,normal_operation,10.659462,11.566642,13.987889,0.513196,-0.7087,-0.317693,8.861193,4.521017,-10.0,3.328427
1217,F0,normal_operation,10.412917,11.566642,13.48288,-6.085044,2.174976,-0.219941,6.329423,73.240469,-4.17284,3.069963
1218,F0,normal_operation,10.659462,11.566642,14.749993,4.569892,-4.960899,-0.268817,9.765396,8.13783,-43.333333,4.090531
1219,F0,normal_operation,10.659462,11.566642,13.987889,-4.472141,4.178886,-0.268817,9.765396,3.797654,-50.571429,3.328427
1220,F0,normal_operation,10.659462,11.566642,13.987889,-1.539589,-2.077224,-0.268817,9.765396,67.815249,-0.293333,3.328427
1221,F0,normal_operation,10.659462,11.566642,13.987889,2.517107,-2.810362,-0.268817,9.765396,8.861193,-31.142857,3.328427
1222,F0,normal_operation,10.659462,11.649381,13.987889,-6.085044,5.596285,-0.268817,9.765396,9.946237,-43.454545,3.328427
1223,F0,normal_operation,10.659462,11.566642,13.987889,3.787879,-5.498534,-0.268817,7.595308,32.55132,-10.555556,3.328427
1224,F0,normal_operation,10.577242,11.566642,14.072289,-4.276637,4.081134,-0.268817,5.42522,4.521017,-68.4,3.495047
1225,F0,normal_operation,10.824022,10.577242,13.735092,-3.005865,-2.419355,-0.219941,6.329423,101.270772,-0.214286,3.15785
1226,F0,normal_operation,10.659462,11.566642,13.987889,4.227761,-4.569892,-0.268817,9.765396,10.127077,-45.0,3.328427
1227,F0,normal_operation,10.659462,11.566642,13.819292,-5.449658,5.107527,-0.219941,8.13783,7.233627,-54.0,3.15983
1228,F0,normal_operation,10.659462,11.566642,13.987889,3.88563,-6.964809,-0.268817,3.255132,34.721408,-6.9375,3.328427
1229,F0,normal_operation,10.659462,11.649381,16.379241,-2.810362,2.370479,-0.268817,9.765396,9.042033,-21.2,5.719779
1230,F0,normal_operation,10.659462,11.566642,13.987889,-3.641251,-0.855327,-0.171065,5.063539,117.727273,-1.225806,3.328427
1231,F0,normal_operation,10.659462,11.732168,14.072289,5.987292,-6.13392,-0.268817,11.935484,0.723363,-124.0,3.412827
1232,F0,normal_operation,10.906363,11.566642,14.665029,-6.036168,5.889541,-0.219941,-0.904203,2.170088,-122.0,3.758666
1233,F0,normal_operation,10.988746,11.566642,14.241292,0.366569,-5.791789,-0.268817,7.595308,60.762463,-2.25,3.252546
1234,F0,normal_operation,10.659462,11.483951,13.987889,-1.050831,0.610948,-0.171065,5.063539,5.42522,-6.8,3.328427
1235,F0,normal_operation,10.659462,11.649381,13.987889,-5.107527,1.246334,-0.219941,8.13783,14.467253,-3.25,3.328427
1236,F0,normal_operation,10.659462,11.566642,13.987889,6.085044,-6.329423,-0.268817,11.935484,5.42522,-84.666667,3.328427
1237,F0,normal_operation,10.659462,11.566642,14.072289,-6.085044,5.938416,-0.268817,9.765396,3.616813,-123.0,3.412827
1238,F0,normal_operation,10.659462,11.483951,14.072289,-1.392962,-2.663734,-0.219941,4.521017,75.953079,-0.619048,3.412827
1239,F0,normal_operation,10.659462,11.566642,14.072289,0.855327,-1.246334,-0.268817,9.765396,4.882698,-9.555556,3.412827
1240,F0,normal_operation,10.659462,12.313061,13.987889,-6.231672,3.494624,-0.12219,1.627566,51.539589,-6.982456,3.328427
1241,F0,normal_operation,10.577242,11.566642,14.072289,5.54741,-6.036168,-0.219941,8.13783,9.946237,-43.090909,3.495047
1242,F0,normal_operation,10.659462,11.566642,13.987889,-5.400782,5.254154,-0.268817,7.595308,0.723363,-109.0,3.328427
1243,F0,normal_operation,10.659462,11.566642,14.072289,0.415445,-5.254154,-0.171065,6.510264,54.252199,-2.32,3.412827
1244,F0,normal_operation,10.659462,11.401305,13.987889,1.735093,-1.979472,-0.268817,9.765396,5.42522,-25.333333,3.328427
1245,F0,normal_operation,10.659462,11.566642,14.072289,-6.280547,5.889541,-0.317693,13.924731,8.13783,-55.333333,3.412827
1246,F0,normal_operation,10.659462,11.483951,13.987889,3.983382,-6.036168,-0.12219,4.882698,38.880743,-9.534884,3.328427
1247,F0,normal_operation,10.824022,11.566642,14.241292,-4.276637,4.032258,-0.219941,9.946237,3.255132,-56.666667,3.41727
1248,F0,normal_operation,10.824022,11.566642,14.072289,-2.223851,-2.517107,-0.219941,4.521017,88.611926,-0.122449,3.248267
1249,F0,normal_operation,10.577242,11.153638,13.987889,4.472141,-4.912023,-0.268817,5.42522,5.42522,-38.4,3.410648
1250,F0,normal_operation,10.659462,11.566642,13.987889,-5.645161,5.058651,-0.317693,8.861193,11.754643,-33.692308,3.328427
1251,F0,normal_operation,10.577242,11.566642,13.987889,3.88563,-6.964809,-0.268817,5.42522,57.869013,-6.9375,3.410648
1252,F0,normal_operation,10.659462,11.566642,13.987889,-2.71261,2.565982,-0.171065,6.510264,3.616813,-54.0,3.328427
1253,F0,normal_operation,10.659462,11.566642,15.775548,-3.5435,-0.855327,-0.268817,9.765396,82.282502,-1.208791,5.116086
1254,F0,normal_operation,10.659462,8.777075,13.987889,6.036168,-6.231672,-0.317693,11.392962,8.13783,-100.4,5.210815
1255,F0,normal_operation,10.659462,11.566642,14.072289,-6.085044,5.791789,-0.219941,6.329423,6.329423,-69.428571,3.412827
1256,F0,normal_operation,10.659462,11.566642,14.072289,0.073314,-5.400782,-0.219941,6.329423,59.677419,-2.036364,3.412827
1257,F0,normal_operation,10.659462,11.649381,14.072289,-0.904203,0.610948,-0.268817,9.765396,6.329423,-8.857143,3.412827
1258,F0,normal_operation,10.824022,11.566642,14.156756,-5.107527,1.246334,-0.171065,5.063539,43.40176,-3.25,3.332734
1259,F0,normal_operation,10.577242,11.483951,14.072289,6.182796,-6.524927,-0.171065,5.063539,7.233627,-65.0,3.495047
1260,F0,normal_operation,10.659462,12.146836,14.072289,-6.231672,6.085044,-0.268817,9.765396,3.616813,-126.0,3.412827
1261,F0,normal_operation,10.659462,11.649381,14.072289,-1.001955,-2.663734,-0.268817,5.42522,41.231672,-0.894737,3.412827
1262,F0,normal_operation,10.49506,11.566642,13.566886,1.001955,-1.197458,-0.268817,7.595308,4.521017,-18.0,3.071826
1263,F0,normal_operation,11.153638,11.649381,14.241292,-4.569892,1.197458,-0.219941,8.13783,63.294233,-3.371429,3.087654
1264,F0,normal_operation,10.659462,11.566642,14.072289,5.889541,-6.622678,-0.268817,9.765396,8.680352,-32.0,3.412827
1265,F0,normal_operation,10.659462,11.566642,14.072289,-5.54741,5.107527,-0.268817,7.595308,9.042033,-43.6,3.412827
1266,F0,normal_operation,10.659462,11.071171,14.072289,0.610948,-4.960899,-0.171065,5.063539,113.929619,-2.533333,3.412827
1267,F0,normal_operation,10.659462,12.229922,14.072289,2.663734,-2.956989,-0.513196,17.903226,6.329423,-32.857143,3.412827
1268,F0,normal_operation,10.659462,11.649381,14.072289,-6.085044,3.88563,-0.12219,2.71261,24.956012,-8.869565,3.412827
1269,F0,normal_operation,10.659462,11.649381,13.987889,5.30303,-6.524927,-0.219941,6.329423,23.509286,-18.615385,3.328427
1270,F0,normal_operation,10.824022,10.659462,14.072289,-4.325513,4.081134,-0.219941,11.754643,3.255132,-57.333333,3.412827
1271,F0,normal_operation,10.659462,11.566642,14.072289,-1.246334,-3.5435,-0.171065,5.063539,89.516129,-0.949495,3.412827
1272,F0,normal_operation,10.659462,11.566642,14.072289,4.618768,-4.814272,-0.317693,11.392962,4.521017,-77.2,3.412827
1273,F0,normal_operation,10.988746,11.566642,14.156756,-5.791789,5.400782,-0.268817,9.765396,8.13783,-50.888889,3.16801
1274,F0,normal_operation,10.49506,11.566642,13.819292,3.201369,-7.013685,-0.268817,14.105572,71.432063,-5.291139,3.324232
1275,F0,normal_operation,10.659462,11.649381,14.072289,-2.663734,2.419355,-0.317693,11.392962,5.42522,-34.666667,3.412827
1276,F0,normal_operation,10.659462,11.649381,14.072289,-3.250244,-1.197458,-0.268817,9.765396,16.637341,-0.913043,3.412827
1277,F0,normal_operation,10.49506,11.566642,13.987889,5.987292,-6.280547,-0.219941,6.329423,6.329423,-71.714286,3.492829
1278,F0,normal_operation,9.920823,11.566642,15.090596,-5.987292,5.840665,-0.317693,8.861193,0.723363,-121.0,5.169773
1279,F0,normal_operation,11.236149,11.566642,14.410573,-0.366569,-4.569892,-0.219941,4.521017,92.228739,-1.686275,3.174424
1280,F0,normal_operation,10.659462,11.483951,14.072289,-0.855327,0.757576,-0.268817,11.935484,2.71261,-22.0,3.412827
1281,F0,normal_operation,10.659462,11.401305,14.156756,-3.787879,-0.757576,-0.171065,6.510264,84.995112,-1.319149,3.497294
1282,F0,normal_operation,10.659462,11.566642,14.072289,6.329423,-6.769306,-0.219941,8.13783,5.42522,-53.6,3.412827
1283,F0,normal_operation,10.659462,11.649381,14.072289,-6.085044,6.036168,-0.268817,7.595308,1.808407,-248.0,3.412827
1284,F0,normal_operation,10.659462,11.566642,14.072289,2.077224,-5.254154,-0.268817,9.765396,59.677419,-4.545455,3.412827
1285,F0,normal_operation,10.659462,11.649381,14.072289,0.904203,-1.099707,-0.219941,8.13783,2.71261,-16.4,3.412827
1286,F0,normal_operation,10.659462,11.649381,14.072289,-3.934506,1.930596,-0.219941,6.329423,37.97654,-5.714286,3.412827
1287,F0,normal_operation,10.659462,11.649381,14.156756,5.840665,-6.329423,-0.219941,9.946237,5.967742,-45.272727,3.497294
1288,F0,normal_operation,10.659462,11.649381,13.987889,-5.449658,5.254154,-0.219941,6.329423,4.521017,-87.6,3.328427
1289,F0,normal_operation,10.659462,11.649381,14.072289,0.610948,-5.742913,-0.219941,2.71261,57.507331,-2.45283,3.412827
1290,F0,normal_operation,10.659462,11.566642,14.072289,2.468231,-2.859238,-0.171065,5.063539,4.882698,-24.222222,3.412827
1291,F0,normal_operation,10.659462,11.566642,14.072289,-6.231672,3.836755,-0.219941,8.13783,27.1261,-8.24,3.412827
1292,F0,normal_operation,10.659462,11.401305,14.072289,5.156403,-6.622678,-0.219941,4.521017,16.818182,-15.548387,3.412827
1293,F0,normal_operation,10.824022,11.649381,14.156756,-4.032258,4.081134,-0.268817,11.935484,-0.0,inf,3.332734
1294,F0,normal_operation,10.824022,11.566642,14.156756,-1.099707,-3.787879,-0.219941,9.946237,91.324536,-1.089109,3.332734
1295,F0,normal_operation,10.577242,11.236149,14.072289,4.374389,-4.863148,-0.219941,4.521017,9.946237,-34.363636,3.495047
